,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,date_simple
0,2013-01-02 00:00:00-05:00,21.506005526096853,21.80162280525064,21.000996393995287,21.629179000854492,13767900,0.0,0.0,2013-01-02
1,2013-01-03 00:00:00-05:00,21.555276526656442,21.555276526656442,21.03794979604314,21.450580596923828,16739300,0.0,0.0,2013-01-03
2,2013-01-04 00:00:00-05:00,21.321242688372582,21.487526497256496,21.093373327756044,21.179594039916992,21372100,0.0,0.0,2013-01-04
3,2013-01-07 00:00:00-05:00,21.031783537519647,21.83240729538621,21.031783537519647,21.222700119018555,17897100,0.0,0.0,2013-01-07
4,2013-01-08 00:00:00-05:00,21.11801177855361,21.33356359254082,20.545257130714937,20.76080894470215,17863300,0.0,0.0,2013-01-08
5,2013-01-09 00:00:00-05:00,20.699219584480613,20.90861374364067,20.699219584480613,20.87782096862793,18800400,0.0,0.0,2013-01-09
6,2013-01-10 00:00:00-05:00,20.73001884599837,20.93941307067871,20.52678458785094,20.93941307067871,15658100,0.0,0.0,2013-01-10
7,2013-01-11 00:00:00-05:00,20.933173333969844,21.126365130676923,20.78360510792141,21.095203399658203,11191500,0.4,0.0,2013-01-11
8,2013-01-14 00:00:00-05:00,21.19491699170664,21.34448523351844,21.06404626593791,21.244773864746094,11584900,0.0,0.0,2013-01-14
9,2013-01-15 00:00:00-05:00,21.007956504067476,21.637386392029658,21.007956504067476,21.56260108947754,13040200,0.0,0.0,2013-01-15
10,2013-01-16 00:00:00-05:00,21.48159238302351,22.148412704467773,21.469128162949882,22.148412704467773,16512700,0.0,0.0,2013-01-16
11,2013-01-17 00:00:00-05:00,22.27927871947666,22.87131597209886,22.27927871947666,22.696819305419922,14424800,0.0,0.0,2013-01-17
12,2013-01-18 00:00:00-05:00,22.70305902391753,23.25770378112793,22.46001265860574,23.25770378112793,17842200,0.0,0.0,2013-01-18
13,2013-01-22 00:00:00-05:00,23.0458102614714,23.214073630783375,22.39145429901798,22.696819305419922,15809700,0.0,0.0,2013-01-22
14,2013-01-23 00:00:00-05:00,23.002190482746578,23.5817636135269,22.746679926608454,23.556835174560547,10981600,0.0,0.0,2013-01-23
15,2013-01-24 00:00:00-05:00,23.55059809462548,24.00553128890875,23.20160717228348,23.344942092895508,11327100,0.0,0.0,2013-01-24
16,2013-01-25 00:00:00-05:00,23.382337355593208,23.58176008285276,22.833923666976233,23.432191848754883,8934600,0.0,0.0,2013-01-25
17,2013-01-28 00:00:00-05:00,23.463355920349247,23.600457573190376,22.877549520486234,22.98972511291504,7140100,0.0,0.0,2013-01-28
18,2013-01-29 00:00:00-05:00,22.877549229340953,23.344946732743864,22.59087933114076,23.251468658447266,8838500,0.0,0.0,2013-01-29
19,2013-01-30 00:00:00-05:00,22.939869320566043,23.388569287659912,22.939869320566043,23.014652252197266,10841800,0.0,0.0,2013-01-30
20,2013-01-31 00:00:00-05:00,22.958567970973316,23.014655772602758,22.603346019755797,22.865087509155273,10720700,0.0,0.0,2013-01-31
21,2013-02-01 00:00:00-05:00,22.95856137761849,23.182912519705983,22.75913866849766,23.170448303222656,9527500,0.0,0.0,2013-02-01
22,2013-02-04 00:00:00-05:00,22.833927309013035,23.24523704675352,22.777839509443567,23.232772827148438,6348000,0.0,0.0,2013-02-04
23,2013-02-05 00:00:00-05:00,23.32001829231389,23.513210116192393,23.170452422536094,23.18291664123535,7284400,0.0,0.0,2013-02-05
24,2013-02-06 00:00:00-05:00,23.033347484731397,23.232770221432457,22.97102877100227,23.145523071289062,5738900,0.0,0.0,2013-02-06
25,2013-02-07 00:00:00-05:00,23.41349635501096,23.41349635501096,22.310438074392273,22.696819305419922,9872500,0.0,0.0,2013-02-07
26,2013-02-08 00:00:00-05:00,22.6656623755676,22.69682173381704,22.329137978244347,22.590879440307617,13858700,0.0,0.0,2013-02-08
27,2013-02-11 00:00:00-05:00,22.51609710811333,22.547256467197332,22.279281699922812,22.34160041809082,6032100,0.0,0.0,2013-02-11
28,2013-02-12 00:00:00-05:00,22.291741979532308,22.37275820067858,21.936520118676114,22.07362174987793,7473800,0.0,0.0,2013-02-12
29,2013-02-13 00:00:00-05:00,22.07362448037645,22.167104929978432,21.905363474783417,21.980146408081055,4859800,0.0,0.0,2013-02-13
30,2013-02-14 00:00:00-05:00,21.843041214684312,22.890011734096923,21.818112779149143,22.790300369262695,7570100,0.0,0.0,2013-02-14
31,2013-02-15 00:00:00-05:00,23.014663614730967,23.56307759783179,23.014663614730967,23.419742584228516,13296300,0.0,0.0,2013-02-15
32,2013-02-19 00:00:00-05:00,23.39481017979549,23.88713625890814,23.126835345711758,23.79988670349121,8292700,0.0,0.0,2013-02-19
33,2013-02-20 00:00:00-05:00,23.781183656530544,24.385685157286293,23.438425980435436,24.061622619628906,8096400,0.0,0.0,2013-02-20
34,2013-02-21 00:00:00-05:00,23.986839177328573,24.32336354856759,23.799878287710104,24.167564392089844,7260900,0.0,0.0,2013-02-21
35,2013-02-22 00:00:00-05:00,24.17379373510379,24.21118400506572,23.76871504360498,23.968137741088867,4490400,0.0,0.0,2013-02-22
36,2013-02-25 00:00:00-05:00,24.017999738812765,24.061623314631824,23.28885841369629,23.28885841369629,4665600,0.0,0.0,2013-02-25
37,2013-02-26 00:00:00-05:00,23.432195813814943,23.432195813814943,23.033350291805522,23.11436653137207,4463000,0.0,0.0,2013-02-26
38,2013-02-27 00:00:00-05:00,23.03958674300831,23.045817665070594,22.684364752779196,22.890018463134766,12238400,0.0,0.0,2013-02-27
39,2013-02-28 00:00:00-05:00,22.84638706094954,23.145521141054665,22.746675700914494,23.0084171295166,10321000,0.0,0.0,2013-02-28
40,2013-03-01 00:00:00-05:00,22.93364580899221,23.725106169846732,22.777846581516304,23.56307601928711,8929400,0.0,0.0,2013-03-01
41,2013-03-04 00:00:00-05:00,23.388575516294903,23.83727798018971,23.388575516294903,23.83104705810547,5420800,0.0,0.0,2013-03-04
42,2013-03-05 00:00:00-05:00,23.961912658909327,24.036695594356146,23.23900461010563,23.37610626220703,6650400,0.0,0.0,2013-03-05
43,2013-03-06 00:00:00-05:00,23.407267920509927,23.59422644716265,23.288859031028107,23.51944351196289,5489500,0.0,0.0,2013-03-06
44,2013-03-07 00:00:00-05:00,23.463351184988586,23.68769994726158,23.33247810202994,23.36363983154297,4442500,0.0,0.0,2013-03-07
45,2013-03-08 00:00:00-05:00,23.45711917585931,23.463352473026575,23.157985099101275,23.270160675048828,4114500,0.0,0.0,2013-03-08
46,2013-03-11 00:00:00-04:00,23.214073388014377,23.774951279855394,23.108131106947948,23.475814819335938,4614400,0.0,0.0,2013-03-11
47,2013-03-12 00:00:00-04:00,23.494518620777463,23.86843573052282,23.089439770797487,23.164222717285156,6523900,0.0,0.0,2013-03-12
48,2013-03-13 00:00:00-04:00,23.18292023688733,23.425966595952513,23.083208849134767,23.164222717285156,3710600,0.0,0.0,2013-03-13
49,2013-03-14 00:00:00-04:00,23.326246586610946,23.425957937509303,22.971024750453914,23.407262802124023,9859700,0.0,0.0,2013-03-14
50,2013-03-15 00:00:00-04:00,23.33248316405595,24.01800094786185,23.232771788977765,23.993072509765625,12208300,0.0,0.0,2013-03-15
51,2013-03-18 00:00:00-04:00,23.712638840712078,23.98684696663329,23.67524855249172,23.781190872192383,5178700,0.0,0.0,2013-03-18
52,2013-03-19 00:00:00-04:00,23.83727264712937,23.930753098629,23.58176210731123,23.905824661254883,5108400,0.0,0.0,2013-03-19
53,2013-03-20 00:00:00-04:00,23.993072896752675,24.423077762967946,23.93698509878488,24.342063903808594,7072900,0.0,0.0,2013-03-20
54,2013-03-21 00:00:00-04:00,24.192494869490353,24.2859753221892,23.98060790370542,23.986841201782227,4736100,0.0,0.0,2013-03-21
55,2013-03-22 00:00:00-04:00,24.036696776421536,24.28597640991211,23.868433380411417,24.28597640991211,3323400,0.0,0.0,2013-03-22
56,2013-03-25 00:00:00-04:00,24.37945715449319,24.628736815233374,24.261050623160468,24.50409698486328,6065000,0.0,0.0,2013-03-25
57,2013-03-26 00:00:00-04:00,24.659895078300504,25.251932463164486,24.659895078300504,25.058740615844727,7249500,0.0,0.0,2013-03-26
58,2013-03-27 00:00:00-04:00,25.064972532929595,25.108596112612116,24.715981518162618,25.02134895324707,4274800,0.0,0.0,2013-03-27
59,2013-03-28 00:00:00-04:00,25.08988376752382,25.42641036389208,24.790749807631606,25.4139461517334,7263400,0.0,0.0,2013-03-28
60,2013-04-01 00:00:00-04:00,24.902935100679684,25.638307265139844,24.902935100679684,25.625843048095703,5740000,0.0,0.0,2013-04-01
61,2013-04-02 00:00:00-04:00,25.688172036432647,25.688172036432647,25.251933814901708,25.37034034729004,5510700,0.0,0.0,2013-04-02
62,2013-04-03 00:00:00-04:00,25.395258527310578,25.83149657256609,25.145978965077116,25.283082962036133,4122100,0.0,0.0,2013-04-03
63,2013-04-04 00:00:00-04:00,25.407737517273773,26.037165330819846,25.31425703275256,25.924989700317383,20687600,0.0,0.0,2013-04-04
64,2013-04-05 00:00:00-04:00,25.744258880615234,25.862665408583062,25.607154833373674,25.744258880615234,14089800,0.0,0.0,2013-04-05
65,2013-04-08 00:00:00-04:00,25.719327409034367,26.09324446814936,25.59468759689381,26.030925750732422,16449200,0.0,0.0,2013-04-08
66,2013-04-09 00:00:00-04:00,26.149335002408947,27.146451226618183,26.049623617718716,26.51702117919922,8673900,0.0,0.0,2013-04-09
67,2013-04-10 00:00:00-04:00,26.579340606433327,27.277320255304943,26.48586014910202,27.183839797973633,7809200,0.0,0.0,2013-04-10
68,2013-04-11 00:00:00-04:00,27.309631361419935,27.492031601666614,27.114653945363976,27.171260833740234,6494100,0.4,0.0,2013-04-11
69,2013-04-12 00:00:00-04:00,27.026598619986444,27.227867018051217,26.80645966007846,27.102073669433594,4199800,0.0,0.0,2013-04-12
